utente,tentativi,minuti,illecito
645713,2,156,0
504896,1,151,0
496245,1,172,0
978761,1,177,0
769488,1,181,0
307049,1,198,0
553822,1,950,1
284438,2,174,0
330332,2,621,1
475831,1,170,0
804256,3,180,0
767961,2,177,0
955199,1,176,0
392495,1,207,0
251407,1,188,0
786195,4,172,0
 63547,1,160,0
345700,2,188,0
452893,3,174,0
116707,1,162,0
 63626,1,170,0
329229,3,205,0
818172,1,181,0
833943,1,204,0
123532,1,170,0
297745,1,194,0
285013,1,181,0
403802,1,156,0
357361,1,159,0
892022,1,578,1
929861,1,189,0
637897,1,202,0
548540,2,174,0
796207,1,171,0
414389,2,157,0
341110,1,184,0
707723,1,168,0
871208,1,183,0
153569,2,168,0
229629,1,150,0
  3027,3,595,1
323128,1,143,0
804341,2,166,0
 15209,1,238,0
205874,1,158,0
662380,1,145,0
300752,1,165,0
533317,1,175,0
382434,1,169,0
 87808,1,163,0
943663,2,178,0
 30672,1,169,0
656062,2,175,0
735852,2,138,0
221272,1,184,0
637315,2,144,0
 33976,1,156,0
827438,1,144,0
213163,1,180,0
397350,2,580,1
739419,1,179,0
554150,1,148,0
 45263,1,160,0
215145,1,177,0
320605,1,195,0
735045,1,170,0
422493,2,182,0
405287,1,188,0
263198,1,169,0
793717,1,178,0
823581,3,602,1
347789,1,191,0
759777,1,146,0
886371,3,155,0
123532,1,178,0
504896,1,169,0
282358,1,194,0
188288,1,169,0
576941,1,179,0
477471,1,958,1
370749,1,224,0
747419,1,164,0
734469,1,167,0
803140,2,215,0
980712,1,153,0
491103,1,193,0
 83577,2,590,1
189234,1,121,0
 70511,1,173,0
765218,1,147,0
955703,4,970,1
996747,1,197,0
116323,1,196,0
589240,4,173,0
580658,1,173,0
115253,3,198,0
361300,1,170,0
823829,3,175,0
862244,2,216,0
673205,1,182,0
990221,1,174,0
605756,1,156,0
866780,1,167,0
 23530,3,592,1
193467,1,231,0
846144,1,173,0
 87808,2,184,0
659413,1,177,0
875533,1,197,0
 76137,2,989,1
661538,3,203,0
758986,1,190,0
324712,1,169,0
263042,1,157,0
671989,1,243,0
255842,1,181,0
 16986,1,153,0
 37055,1,188,0
996601,3,593,1
747419,1,185,0
722120,3,209,0
530420,1,215,0
715419,1,163,0
481001,1,186,0
637315,1,980,1
847314,1,147,0
123398,1,178,0
739419,1,169,0
137659,1,165,0
 42086,1,201,0
224388,1,177,0
734469,1,205,0
390663,2,195,0
788891,1,206,0
651161,1,165,0
140721,2,139,0
872818,1,164,0
235550,1,171,0
491846,1,200,0
281613,1,160,0
949585,1,184,0
559038,2,155,0
937322,2,179,0
818172,2,973,1
446009,1,180,0
831578,1,166,0
704404,1,191,0
138630,1,187,0
703300,3,184,0
 42973,1,180,0
255842,1,544,1
647044,3,965,1
323128,2,176,0
109374,2,137,0
785053,1,154,0
641327,1,187,0
285409,2,201,0
997671,1,983,1
453012,1,192,0
116707,1,240,0
241621,1,178,0
284684,1,191,0
904225,1,152,0
267903,1,169,0
167505,1,201,0
 35804,1,192,0
487097,1,155,0
745206,1,196,0
102396,1,186,0
543226,1,598,1
 52829,1,152,0
  9913,2,161,0
512910,1,191,0
746161,1,199,0
189142,1,181,0
 37662,1,171,0
785839,1,170,0
811905,3,172,0
554565,1,176,0
130567,1,163,0
881704,2,187,0
409733,2,185,0
911988,1,166,0
486372,1,195,0
777781,3,952,1
639954,1,162,0
446897,1,159,0
704548,1,212,0
729136,1,185,0
558114,1,155,0
950385,1,171,0
767378,1,185,0
377090,1,189,0
779148,1,183,0
585839,2,180,0
584337,1,178,0
167505,1,187,0
703300,1,196,0
442377,1,208,0
697948,1,159,0
456679,1,172,0
263916,1,178,0
808411,1,180,0
479402,1,144,0
717091,1,164,0
804147,3,953,1
 70215,1,174,0
106022,3,186,0
955703,1,168,0
293866,1,234,0
993470,1,164,0
746261,1,199,0
159738,1,183,0
481546,1,966,1
976650,1,155,0
812506,1,168,0
555583,1,180,0
372790,1,206,0
472492,1,194,0
 20650,5,974,1
777467,1,143,0
295404,1,172,0
198561,1,214,0
721568,2,156,0
361626,1,154,0
307515,2,134,0
940857,1,163,0
745743,1,173,0
772321,1,237,0
215145,1,181,0
111253,1,205,0
627567,2,186,0
451606,1,201,0
386156,3,184,0
315248,1,182,0
 77083,1,188,0
911696,1,159,0
622448,1,200,0
883509,1,179,0
946879,1,184,0
232127,1,206,0
 24623,2,178,0
458873,2,618,1
226444,1,197,0
875533,2,969,1
582483,1,165,0
955703,1,174,0
744785,1,190,0
877491,1,183,0
341110,1,198,0
691651,1,157,0
618114,3,160,0
393391,2,176,0
403830,2,161,0
394748,1,170,0
940857,1,615,1
390581,1,191,0
673205,1,180,0
417247,2,155,0
731115,1,148,0
775909,1,215,0
 34179,2,192,0
140497,1,159,0
699100,1,155,0
980712,2,208,0
495106,1,146,0
 73402,1,183,0
529985,1,169,0
119910,1,187,0
607189,1,198,0
167898,2,202,0
769488,1,195,0
159869,1,184,0
577752,1,186,0
383143,1,183,0
145310,1,170,0
470618,2,144,0
281573,2,170,0
350421,1,189,0
607189,1,176,0
710392,1,176,0
961321,1,186,0
872674,3,968,1
490182,2,157,0
593121,1,133,0
227052,1,200,0
682814,2,197,0
699017,1,206,0
969308,1,209,0
394675,1,188,0
343624,1,180,0
251407,1,184,0
138458,1,165,0
358143,2,199,0
846144,1,176,0
809419,1,181,0
327663,1,174,0
624552,2,209,0
706894,1,173,0
110425,1,193,0
335779,1,200,0
870087,1,164,0
198922,1,193,0
740738,1,146,0
 11953,3,131,0
554511,1,158,0
712776,1,164,0
981214,1,182,0
513156,1,181,0
156712,2,183,0
 51680,1,185,0
292731,2,161,0
 62742,1,188,0
389668,1,192,0
679891,1,184,0
909228,1,222,0
 52154,1,168,0
878941,1,156,0
140721,1,584,1
855743,1,179,0
953548,3,584,1
170294,1,191,0
710715,2,173,0
 52361,1,170,0
794509,1,207,0
914860,1,197,0
519728,1,215,0
731115,1,179,0
337153,1,185,0
232127,2,181,0
379092,1,190,0
726296,1,213,0
  8346,1,185,0
567861,1,128,0
300201,1,195,0
 89455,1,178,0
 30672,1,189,0
880068,1,197,0
414141,1,193,0
335475,2,613,1
665680,1,197,0
487531,2,180,0
679737,1,201,0
996026,1,179,0
905552,2,158,0
127898,1,169,0
131779,1,195,0
 97996,1,584,1
502540,2,202,0
871947,1,170,0
329662,1,197,0
876816,1,185,0
867409,1,185,0
167505,1,161,0
 36733,1,212,0
297581,1,142,0
596420,1,182,0
137659,1,149,0
695384,5,619,1
778637,1,195,0
732979,1,170,0
966771,1,179,0
961965,1,197,0
171731,1,186,0
330332,2,179,0
978703,1,204,0
189618,1,194,0
355546,1,193,0
 63457,1,166,0
897660,1,159,0
284845,3,946,1
651184,1,150,0
480165,1,175,0
353065,2,194,0
873029,1,193,0
969932,1,170,0
531760,1,194,0
690843,2,175,0
530985,1,208,0
837580,1,183,0
618114,1,187,0
 13294,1,169,0
394675,6,955,1
108142,1,156,0
 28729,1,189,0
990208,1,187,0
554150,2,169,0
691651,3,186,0
502776,1,162,0
230141,1,166,0
826515,1,192,0
400785,1,151,0
341477,2,167,0
786195,1,193,0
116323,1,193,0
798017,1,175,0
105631,1,176,0
285404,1,184,0
521313,1,180,0
812756,1,178,0
889804,1,196,0
938928,1,157,0
395896,2,933,1
788627,1,165,0
327663,1,198,0
263042,7,635,1
806158,1,157,0
688388,1,199,0
199910,1,210,0
268050,2,165,0
831035,1,158,0
802678,1,192,0
793010,1,160,0
889804,2,957,1
487097,1,176,0
699100,1,193,0
778920,1,204,0
315536,1,167,0
116707,2,216,0
231956,1,172,0
932913,1,149,0
581194,1,186,0
550611,2,170,0
829584,1,135,0
 45263,1,166,0
417247,1,171,0
452893,5,593,1
610926,1,222,0
997870,2,941,1
   536,1,172,0
461759,1,214,0
386068,2,177,0
536632,1,624,1
805489,1,182,0
421361,7,964,1
697970,1,204,0
972541,3,177,0
964712,2,184,0
175597,1,174,0
131779,1,615,1
 15209,1,197,0
 73402,1,194,0
362752,1,177,0
141897,1,139,0
218359,1,182,0
481546,3,213,0
270193,1,174,0
596420,1,149,0
958077,1,951,1
768035,1,168,0
827438,2,190,0
504896,2,586,1
165682,1,214,0
981292,3,172,0
193467,1,612,1
295276,8,603,1
912260,2,194,0
414389,1,156,0
144552,1,213,0
558114,1,202,0
729525,1,154,0
784423,1,174,0
480477,1,199,0
359649,2,199,0
281573,2,178,0
357158,1,138,0
452022,1,210,0
 52542,1,173,0
324187,4,585,1
312699,1,176,0
856372,1,194,0
735045,1,154,0
382578,1,186,0
337153,2,627,1
895234,1,182,0
395896,1,165,0
812938,1,183,0
570580,2,606,1
743804,2,191,0
665680,1,193,0
707699,1,182,0
895170,1,191,0
712776,1,170,0
477011,1,162,0
479449,1,174,0
964712,1,156,0
 58538,2,195,0
263367,1,179,0
310080,1,624,1
  6211,1,198,0
 55427,1,175,0
168174,2,918,1
288315,3,139,0
 77083,1,181,0
357361,2,956,1
580658,2,175,0
317162,1,189,0
  1968,1,181,0
 97510,1,180,0
566387,1,212,0
685444,1,205,0
872946,1,167,0
872818,1,181,0
998342,1,185,0
981214,1,176,0
849232,1,191,0
206374,1,159,0
854576,2,159,0
591406,8,625,1
838034,1,195,0
989792,1,166,0
779097,2,162,0
673283,1,217,0
297457,2,922,1
739288,1,150,0
504206,1,179,0
 19879,1,174,0
968287,2,167,0
705931,1,176,0
895078,1,140,0
506022,1,170,0
281079,1,196,0
131603,2,158,0
895078,2,950,1
482396,1,626,1
971631,1,180,0
209909,1,214,0
735178,3,196,0
697547,1,183,0
878881,1,140,0
 63558,1,172,0
789500,1,171,0
197569,2,155,0
368131,1,156,0
182903,1,189,0
413198,2,167,0
121997,1,175,0
704329,5,176,0
140721,1,162,0
770791,2,154,0
717462,2,148,0
955199,1,150,0
823829,1,194,0
219217,1,188,0
131779,2,162,0
731115,2,940,1
731128,1,175,0
743804,1,158,0
201809,2,168,0
397995,1,168,0
934609,3,194,0
836518,1,186,0
692461,1,184,0
878881,2,170,0
625649,1,148,0
802678,2,160,0
692461,3,204,0
160082,1,174,0
526187,1,187,0
228425,1,209,0
369124,2,228,0
594751,1,182,0
637524,2,179,0
138966,1,189,0
141265,1,175,0
582769,1,201,0
819926,1,133,0
 37662,1,168,0
513980,4,953,1
514390,2,182,0
614830,2,205,0
728553,1,191,0
247094,1,204,0
550778,1,171,0
520790,2,173,0
574683,1,204,0
681063,1,193,0
854058,4,159,0
961321,2,138,0
298433,1,137,0
995048,1,187,0
828969,1,187,0
333712,3,195,0
766200,1,176,0
859166,1,162,0
800221,1,204,0
777781,1,161,0
802686,3,164,0
498985,1,166,0
655549,1,186,0
699572,3,178,0
307999,1,167,0
 31239,1,163,0
808744,1,956,1
189234,1,197,0
 52542,2,189,0
849811,1,143,0
491103,1,198,0
808744,4,588,1
968287,1,172,0
911696,1,159,0
851911,1,162,0
500531,1,167,0
518383,1,174,0
 36819,1,156,0
350421,1,177,0
976650,1,152,0
143702,2,169,0
275208,1,974,1
946516,1,126,0
102396,1,183,0
973135,1,154,0
984149,1,130,0
620216,1,187,0
670005,1,180,0
812506,1,133,0
855122,1,155,0
 24258,1,171,0
 19879,1,155,0
446009,1,157,0
533933,1,146,0
297332,3,177,0
200075,2,194,0
344885,1,176,0
117686,3,164,0
649854,2,160,0
284057,2,170,0
838244,1,195,0
799034,1,186,0
336239,1,599,1
947771,1,950,1
481546,2,227,0
395896,1,103,0
631264,1,173,0
417247,1,202,0
629199,1,159,0
329714,1,982,1
406961,1,188,0
266205,1,201,0
230190,3,191,0
741141,1,964,1
310105,1,201,0
985469,2,202,0
300168,1,213,0
275208,1,195,0
514390,2,197,0
231198,1,171,0
920051,1,167,0
337153,1,188,0
661538,1,189,0
500531,1,947,1
784858,2,155,0
430029,1,148,0
996494,1,172,0
672897,1,197,0
568182,1,205,0
980712,1,190,0
235550,1,180,0
198561,2,160,0
401151,1,217,0
 57773,1,180,0
185821,3,200,0
 72526,1,209,0
371134,1,173,0
360509,1,957,1
709967,1,166,0
572961,1,181,0
704592,1,196,0
818172,1,162,0
799062,1,193,0
483475,1,184,0
333705,2,610,1
 44994,2,203,0
184043,1,159,0
288955,1,156,0
343524,1,203,0
270669,1,181,0
574683,1,189,0
677815,3,199,0
443369,1,174,0
538175,2,168,0
671989,1,171,0
607644,1,182,0
107282,2,177,0
434303,1,191,0
361300,1,204,0
783875,1,187,0
579016,2,207,0
351252,1,162,0
869107,1,151,0
168124,1,150,0
 11953,1,168,0
307049,1,173,0
855743,1,181,0
827109,1,157,0
432356,3,215,0
 72753,1,186,0
 91896,1,166,0
892022,1,154,0
247475,1,117,0
756007,1,161,0
  6775,1,161,0
483475,1,172,0
706894,1,146,0
297683,3,617,1
128865,1,137,0
722120,1,183,0
358143,1,188,0
629199,1,171,0
725082,1,179,0
452022,2,194,0
647044,1,193,0
515100,1,218,0
449638,2,198,0
 97510,1,191,0
958077,2,166,0
713185,1,122,0
665381,1,174,0
937322,1,169,0
431780,1,177,0
703300,1,184,0
816746,1,178,0
288534,1,165,0
205874,1,199,0
717462,1,192,0
458873,1,187,0
143210,1,155,0
329047,1,193,0
993438,2,185,0
260567,2,183,0
857002,1,211,0
793601,1,133,0
350623,2,159,0
947792,1,157,0
697547,1,171,0
797332,2,160,0
474236,1,179,0
490293,1,161,0
628097,3,172,0
300168,1,185,0
388480,1,163,0
914860,1,197,0
998342,1,179,0
533317,6,983,1
711415,2,162,0
593121,2,147,0
127955,2,217,0
208375,5,196,0
665680,1,200,0
579166,1,185,0
127150,1,193,0
745206,2,191,0
789500,1,138,0
996494,1,160,0
969299,1,159,0
746261,1,218,0
903774,2,175,0
401151,1,154,0
297332,1,189,0
890490,1,166,0
577752,1,150,0
655549,2,225,0
263839,2,193,0
324712,2,165,0
772321,1,175,0
 63547,1,190,0
929614,1,210,0
558785,4,616,1
827537,1,168,0
 30434,2,170,0
880507,1,220,0
115256,1,946,1
213774,1,167,0
845934,2,168,0
 63547,1,194,0
838034,1,175,0
351783,2,195,0
122805,2,150,0
920591,1,175,0
802686,1,197,0
593193,2,159,0
620381,1,164,0
448238,1,213,0
741620,1,169,0
366680,1,199,0
405544,1,190,0
767961,1,567,1
505088,1,195,0
281613,1,161,0
749628,2,220,0
725082,1,175,0
171731,1,186,0
946843,9,589,1
364867,3,961,1
707699,1,170,0
833943,1,186,0
947771,1,211,0
379092,1,182,0
289019,1,180,0
329977,1,196,0
438401,1,949,1
433888,1,182,0
138966,1,196,0
207068,1,976,1
746498,1,182,0
290757,1,156,0
 66548,1,171,0
433888,2,188,0
389042,4,957,1
755955,1,192,0
 71329,2,180,0
579973,2,198,0
949585,1,186,0
247094,2,138,0
189166,1,175,0
691651,1,191,0
792134,2,171,0
167898,3,202,0
 80603,2,162,0
119910,1,188,0
312764,2,184,0
229629,4,580,1
119910,1,169,0
 74108,1,164,0
170294,1,173,0
 95715,1,174,0
495106,1,171,0
   557,1,152,0
205191,2,134,0
633943,1,203,0
553753,1,194,0
871947,1,197,0
 85298,1,148,0
366949,1,153,0
973600,1,177,0
312699,1,193,0
138966,1,145,0
218313,1,210,0
365193,1,202,0
156402,1,149,0
284845,1,182,0
387321,1,208,0
679737,1,197,0
 75796,1,214,0
312699,1,195,0
746161,2,187,0
773208,1,144,0
579107,1,157,0
198922,1,186,0
604689,1,172,0
486969,1,178,0
631264,1,175,0
876816,1,138,0
480477,1,165,0
995860,2,157,0
403802,1,200,0
 40694,4,966,1
764481,1,196,0
792278,1,199,0
558114,1,176,0
586100,1,189,0
218359,1,179,0
 27439,2,181,0
589478,1,212,0
651184,1,198,0
596420,2,185,0
299516,1,152,0
533583,1,184,0
567861,1,189,0
862244,1,140,0
307049,1,191,0
920836,1,189,0
 36777,2,969,1
525389,3,179,0
780112,2,169,0
281613,1,182,0
785781,1,178,0
900749,1,212,0
817264,1,176,0
845774,1,609,1
306000,1,201,0
516688,1,161,0
705880,1,173,0
527257,1,175,0
849232,2,172,0
446181,1,615,1
118350,1,215,0
 16731,1,164,0
970415,1,204,0
832391,1,187,0
526187,1,166,0
598623,1,201,0
127052,1,193,0
 63626,1,170,0
883798,1,180,0
910186,3,175,0
911696,1,580,1
182008,1,174,0
284845,2,168,0
253161,1,194,0
710392,1,167,0
285013,1,209,0
784736,1,185,0
940031,1,189,0
510443,2,201,0
499149,1,189,0
498952,1,144,0
929614,1,185,0
609332,2,194,0
695384,1,197,0
 33719,2,181,0
317657,1,157,0
  1007,1,178,0
 52361,1,151,0
603260,1,139,0
235550,1,196,0
360509,1,157,0
883798,1,171,0
519678,2,176,0
767378,1,168,0
224920,1,158,0
 75206,1,203,0
  9960,1,192,0
208375,1,965,1
376115,3,208,0
875533,1,173,0
465344,2,151,0
955199,1,202,0
247094,1,168,0
284845,1,187,0
808793,1,157,0
604689,1,158,0
663376,1,185,0
650632,1,167,0
740738,1,180,0
295276,1,206,0
296701,1,175,0
 28174,1,150,0
877603,1,144,0
969735,2,185,0
224133,1,162,0
793010,1,230,0
989792,1,172,0
475748,1,164,0
284438,1,210,0
303301,1,183,0
700923,1,210,0
991342,1,174,0
613484,1,188,0
741236,1,163,0
670148,1,174,0
193467,1,942,1
352492,2,166,0
969932,1,166,0
109437,1,201,0
248391,1,192,0
546004,1,184,0
417247,3,173,0
936551,1,165,0
379160,1,152,0
778920,2,178,0
953548,1,164,0
300201,2,173,0
430707,1,158,0
125408,1,190,0
206066,1,149,0
281482,1,192,0
103640,1,175,0
672912,1,181,0
467528,3,157,0
753963,2,190,0
992477,1,185,0
960048,1,187,0
224133,4,193,0
 22246,1,229,0
971649,1,934,1
576636,1,134,0
783875,1,200,0
 11953,1,208,0
739462,13,986,1
931686,1,169,0
341653,1,216,0
109437,1,184,0
 52154,1,169,0
518427,1,199,0
258314,1,164,0
254781,1,186,0
973600,1,166,0
831964,1,170,0
649552,1,208,0
330662,2,177,0
196677,3,951,1
 31239,1,175,0
493888,1,210,0
585839,1,171,0
739544,2,231,0
827189,1,165,0
451606,2,186,0
696634,1,183,0
699017,1,191,0
651566,1,190,0
696307,1,159,0
713612,2,178,0
337153,1,133,0
637897,3,195,0
281482,1,153,0
711415,1,172,0
749133,1,175,0
749316,1,188,0
382874,1,169,0
871208,1,166,0
674871,1,184,0
757704,1,166,0
452022,1,172,0
117754,1,161,0
109437,2,194,0
557007,1,180,0
525389,2,137,0
589478,2,138,0
697713,1,180,0
297775,2,185,0
261858,1,178,0
205191,1,192,0
856063,4,972,1
506022,1,191,0
649552,2,204,0
777781,1,181,0
550778,1,195,0
 99698,1,967,1
317162,2,175,0
705931,1,188,0
850089,1,185,0
743804,1,148,0
898101,1,176,0
837580,3,161,0
871947,1,162,0
539296,2,190,0
 74108,1,182,0
226444,2,200,0
713536,1,194,0
313661,1,201,0
140497,2,188,0
732135,1,161,0
529985,1,216,0
735045,1,160,0
 68121,1,198,0
969299,1,182,0
175352,1,181,0
423359,1,205,0
322626,1,181,0
579016,2,188,0
703300,1,160,0
688726,1,191,0
 55198,1,171,0
199910,1,182,0
296370,1,157,0
793601,1,181,0
793601,1,966,1
965284,1,147,0
829584,1,175,0
880068,1,212,0
711415,1,188,0
827438,1,182,0
 18077,2,158,0
568182,1,209,0
696906,1,175,0
492411,1,154,0
622448,2,199,0
544580,2,156,0
871947,1,156,0
  5719,2,185,0
252935,2,185,0
934609,1,173,0
156712,1,178,0
526187,2,116,0
881722,1,182,0
205191,2,167,0
379092,1,180,0
902927,1,185,0
915502,1,169,0
737939,1,171,0
651184,1,173,0
395509,1,160,0
326205,1,200,0
869457,1,182,0
904920,1,192,0
753202,1,179,0
130578,1,184,0
417718,1,175,0
 40694,1,176,0
969735,1,186,0
560259,1,187,0
989726,1,229,0
778824,1,164,0
611404,1,160,0
905052,1,170,0
533251,1,203,0
842899,1,172,0
952989,1,188,0
507227,1,183,0
605756,1,186,0
 63547,6,590,1
323128,1,203,0
513980,2,209,0
707699,1,197,0
284845,2,209,0
686836,1,187,0
417247,1,155,0
508170,2,211,0
478506,1,151,0
605728,2,182,0
263839,1,158,0
710392,1,169,0
427078,1,205,0
 12348,1,165,0
347789,1,176,0
208530,1,170,0
746261,1,158,0
962600,1,214,0
494896,3,155,0
334828,1,186,0
285409,1,135,0
773208,1,149,0
295288,1,177,0
357486,1,171,0
254781,1,151,0
461759,1,183,0
886129,1,174,0
785771,1,959,1
898101,3,599,1
408150,1,213,0
253161,1,185,0
867029,1,180,0
946843,1,192,0
480289,1,199,0
316749,1,191,0
443369,1,192,0
306631,1,179,0
784736,2,174,0
905052,1,215,0
336239,1,188,0
820780,1,171,0
297683,1,213,0
541906,1,200,0
109374,1,183,0
 41844,1,165,0
453012,1,188,0
911666,1,221,0
622448,4,185,0
743056,1,160,0
224309,1,171,0
 12348,3,973,1
238734,1,172,0
825831,1,172,0
798017,2,212,0
746498,2,630,1
292731,1,185,0
690763,1,151,0
454474,1,173,0
213774,1,169,0
324712,1,170,0
127150,1,168,0
706426,1,184,0
933895,2,125,0
298042,1,198,0
472927,1,176,0
818172,2,605,1
862244,1,181,0
921361,1,205,0
969932,1,958,1
989875,2,166,0
688726,2,195,0
743056,1,203,0
479333,2,194,0
688658,2,207,0
675209,1,159,0
611404,1,178,0
874251,1,204,0
786784,3,598,1
124188,1,204,0
615561,2,190,0
740778,1,188,0
433450,3,195,0
117458,1,147,0
  2691,1,191,0
  9960,1,170,0
780112,1,181,0
541208,1,174,0
615398,3,171,0
284438,1,191,0
826515,1,159,0
520790,1,201,0
334447,1,208,0
973135,1,149,0
993470,8,627,1
 29007,1,167,0
423359,16,614,1
333712,1,187,0
423928,1,178,0
131279,1,190,0
477075,4,625,1
637084,1,180,0
784653,2,170,0
688658,1,160,0
333705,1,175,0
518383,1,159,0
263367,1,175,0
413198,1,158,0
909228,1,175,0
768035,1,191,0
490123,1,165,0
352478,1,170,0
344564,2,202,0
845774,1,190,0
946516,1,207,0
830973,4,150,0
937346,1,179,0
905552,2,164,0
208530,1,174,0
759777,1,159,0
932849,1,172,0
625649,5,196,0
247094,1,183,0
662418,1,198,0
124188,1,176,0
266205,1,150,0
417294,1,198,0
129025,1,166,0
661538,3,147,0
431780,1,150,0
700923,1,169,0
836518,1,929,1
812938,1,148,0
417294,1,172,0
404609,1,172,0
856063,1,189,0
804878,9,591,1
 55788,1,164,0
829693,1,226,0
160082,1,175,0
957261,1,194,0
969299,1,204,0
417294,1,191,0
115256,1,167,0
686513,1,190,0
361300,2,183,0
647539,1,152,0
806475,1,167,0
504893,2,223,0
961138,1,204,0
832391,1,189,0
885643,1,176,0
766200,1,186,0
632538,1,195,0
804693,4,180,0
809781,2,158,0
573762,1,156,0
874907,1,136,0
500531,1,956,1
716572,1,171,0
435564,4,170,0
373535,1,179,0
160082,1,168,0
477394,1,150,0
470618,1,592,1
543258,3,163,0
873029,1,188,0
 95715,2,168,0
184002,1,184,0
734194,1,199,0
929861,1,182,0
330662,1,195,0
580658,1,201,0
778920,1,162,0
266231,2,167,0
604689,1,174,0
135768,2,207,0
734469,2,175,0
487531,1,611,1
996956,1,961,1
251407,1,189,0
479449,1,190,0
392495,1,197,0
284057,1,199,0
470688,1,170,0
776746,1,140,0
558453,7,1002,1
697970,1,188,0
267208,1,173,0
621709,1,194,0
448824,1,164,0
639954,1,141,0
753202,1,226,0
765946,,962,1
  9960,1,179,0
165103,1,140,0
284438,1,191,0
210558,2,178,0
842899,1,187,0
 87859,1,213,0
338686,1,151,0
372790,1,186,0
697970,2,210,0
874251,2,157,0
786784,2,177,0
172996,1,204,0
855122,1,193,0
746522,3,974,1
685798,1,150,0
 42086,1,156,0
737355,1,158,0
969308,2,159,0
706894,1,182,0
958119,4,986,1
297581,2,956,1
688388,1,205,0
 65689,1,167,0
905581,1,222,0
350156,2,210,0
281613,1,156,0
516688,1,188,0
734002,1,199,0
 63547,1,213,0
 76495,1,170,0
518427,1,194,0
784653,2,198,0
452022,1,166,0
143702,2,153,0
595212,1,191,0
363309,1,181,0
453012,2,203,0
625978,6,987,1
 76073,1,638,1
281482,1,197,0
  9960,2,162,0
445760,1,166,0
138458,1,154,0
397511,5,608,1
892022,1,168,0
388480,1,185,0
809368,1,193,0
306000,1,183,0
768592,1,178,0
 36777,1,167,0
298652,1,186,0
843610,1,178,0
200075,1,184,0
295276,3,185,0
140721,1,209,0
194748,1,196,0
662418,3,951,1
326205,1,197,0
479402,1,155,0
716347,4,174,0
 63626,1,219,0
462756,1,194,0
650665,3,967,1
361300,3,177,0
120003,1,198,0
708317,1,187,0
108142,1,154,0
961138,1,166,0
827109,1,174,0
 53473,1,171,0
263839,1,148,0
661237,1,201,0
704548,1,162,0
686836,1,116,0
996494,3,178,0
306482,1,187,0
559127,1,169,0
 89455,1,173,0
375748,1,149,0
785781,1,156,0
397511,2,214,0
396902,1,193,0
 15209,1,136,0
548783,1,135,0
 80603,1,154,0
160473,2,177,0
401490,1,199,0
470688,1,158,0
353065,1,194,0
218359,6,621,1
933895,1,153,0
177639,1,187,0
881722,1,173,0
855122,1,171,0
117686,1,957,1
 67014,2,148,0
 72143,1,182,0
306631,1,145,0
953548,1,186,0
564538,1,178,0
586100,1,164,0
833943,2,187,0
369124,1,181,0
857002,2,928,1
873148,1,168,0
954941,1,180,0
141265,1,181,0
729525,1,201,0
988929,2,614,1
952989,2,180,0
909228,1,164,0
333705,2,157,0
  5719,2,181,0
 13294,1,189,0
 21991,1,162,0
365193,3,185,0
946879,1,200,0
800383,1,200,0
816746,1,165,0
976650,3,170,0
936684,2,178,0
 68728,1,162,0
 41844,1,578,1
478506,1,190,0
785771,2,607,1
231956,1,175,0
290312,1,181,0
716572,1,160,0
193467,1,163,0
567861,1,145,0
994963,1,182,0
359521,1,185,0
295276,4,146,0
300168,1,182,0
981214,1,152,0
952989,1,196,0
386068,1,216,0
982866,1,163,0
352478,2,194,0
119424,1,196,0
589240,3,171,0
382578,1,149,0
213163,2,179,0
468924,1,165,0
715419,2,192,0
939122,1,164,0
 45263,1,177,0
397995,2,169,0
267903,1,197,0
421837,1,602,1
452022,2,197,0
202315,1,184,0
804341,1,195,0
118350,1,157,0
911666,1,180,0
 85294,1,182,0
974898,1,195,0
891526,1,195,0
477011,1,164,0
589240,1,149,0
527704,1,167,0
735045,1,168,0
461193,1,175,0
394675,1,166,0
264935,1,216,0
 42086,1,236,0
143702,1,198,0
499884,1,175,0
 67014,1,190,0
554511,1,213,0
595423,1,161,0
533583,1,192,0
492411,2,213,0
514390,1,168,0
497145,1,186,0
716347,2,198,0
527257,3,148,0
728553,1,177,0
897660,1,171,0
 55788,1,128,0
 16681,2,211,0
723681,1,188,0
 99698,2,182,0
 42972,1,179,0
648132,1,179,0
306000,1,182,0
744785,1,175,0
193342,2,172,0
778637,1,168,0
433450,1,197,0
682814,1,169,0
294236,1,178,0
 80603,2,189,0
872674,1,172,0
267281,1,971,1
849232,1,194,0
923803,1,209,0
232127,1,174,0
365851,1,204,0
604689,1,196,0
912232,1,193,0
972653,1,187,0
314008,1,154,0
317241,1,181,0
895078,2,198,0
131355,1,153,0
288891,1,170,0
230141,1,968,1
271116,1,194,0
284057,1,177,0
895234,1,156,0
996494,1,923,1
778824,1,591,1
  7989,1,230,0
 73259,2,184,0
741141,1,209,0
913220,1,199,0
637315,1,553,1
513156,1,176,0
721885,1,172,0
284684,2,147,0
859699,1,182,0
803140,1,153,0
517943,1,179,0
869457,1,176,0
472492,1,152,0
352478,1,168,0
572961,2,140,0
 23530,2,210,0
662380,1,194,0
737355,1,160,0
710392,2,165,0
402462,1,161,0
753202,1,202,0
439242,2,162,0
104764,1,200,0
747048,3,159,0
996601,1,180,0
925089,1,209,0
382874,1,173,0
782557,1,192,0
512219,1,128,0
135553,1,201,0
 36777,1,150,0
